origin_id,destination_id,origin_value,destination_value,distance_m,reward
S011,S025,291757.76,159783.00,6513.65,7156963.249419
S011,S026,291757.76,149164.40,3245.57,13409002.706637
S011,S027,291757.76,127590.00,7437.02,5005415.099519
S011,S028,291757.76,123739.00,5249.03,6877803.887706
S011,S029,291757.76,123552.00,8775.08,4107910.738601
S011,S030,291757.76,120000.00,5208.28,6722171.617176
S011,S031,291757.76,120000.00,7431.30,4711281.252860
S011,S032,291757.76,114442.00,9642.92,3462574.321112
S011,S033,291757.76,109914.00,5254.10,6103473.811671
S011,S034,291757.76,106912.00,6257.96,4984434.235320
S011,S035,291757.76,98981.00,2611.81,11056869.624387
S011,S036,291757.76,93904.00,3256.79,8412339.239856
S011,S037,291757.76,93226.00,5658.65,4806693.570673
S011,S038,291757.76,89049.00,4353.78,5967394.815581
S011,S039,291757.76,82028.00,9807.07,2440310.445342
S011,S040,291757.76,76596.00,1442.79,15489044.182933
S011,S041,291757.76,70363.00,7865.93,2609856.230225
S011,S042,291757.76,60000.00,9451.33,1852170.453276
S011,S043,291757.76,60000.00,11233.35,1558347.729395
S011,S044,291757.76,52204.00,1893.72,8042850.413673
S011,S045,291757.76,44256.00,10768.04,1199107.052829
S011,S046,291757.76,41735.00,3670.68,3317236.142887
S011,S047,291757.76,30000.00,9588.82,912806.115708
S011,S048,291757.76,30000.00,8402.46,1041687.317129
S011,S049,291757.76,30000.00,7812.63,1120330.547902
S011,S050,291757.76,30000.00,8913.37,981978.032329
S011,S051,291757.76,30000.00,2002.00,4371997.424899
S011,S052,291757.76,30000.00,6789.45,1289167.484602
S011,S053,291757.76,30000.00,5486.63,1595284.679889
S011,S054,291757.76,30000.00,13934.37,628139.696832
S012,S013,256253.00,255969.52,7690.46,8529128.372465
S012,S014,256253.00,255460.18,6535.81,10015957.353165
S012,S015,256253.00,248397.61,9611.81,6622337.470188
S012,S016,256253.00,238774.51,4703.40,13009041.407730
S012,S017,256253.00,229598.00,6181.56,9517859.549909
S012,S018,256253.00,225003.45,6784.38,8498609.667573
S012,S019,256253.00,220000.00,7057.32,7988255.583492
S012,S020,256253.00,216504.00,7906.48,7017002.883615
S012,S021,256253.00,213704.16,7381.31,7419056.616535
S012,S022,256253.00,210696.11,6549.73,8243318.300308
S012,S023,256253.00,198527.22,4545.71,11191469.312051
S012,S024,256253.00,197250.99,6287.07,8039703.195899
S012,S025,256253.00,159783.00,2613.52,15666566.664271
S012,S026,256253.00,149164.40,5693.25,6713885.556251
S012,S027,256253.00,127590.00,3130.68,10443512.199415
S012,S028,256253.00,123739.00,7036.40,4506353.539263
S012,S029,256253.00,123552.00,8361.07,3786666.646163
S012,S030,256253.00,120000.00,1595.20,19276791.192787
S012,S031,256253.00,120000.00,3003.74,10237348.429314
S012,S032,256253.00,114442.00,6377.43,4598418.347423
S012,S033,256253.00,109914.00,3429.83,8212011.260180
S012,S034,256253.00,106912.00,2570.76,10656961.561772
S012,S035,256253.00,98981.00,2763.26,9179070.393768
S012,S036,256253.00,93904.00,4213.79,5710580.205116
S012,S037,256253.00,93226.00,5558.68,4297678.720070
S012,S038,256253.00,89049.00,7565.61,3016159.290327
S012,S039,256253.00,82028.00,5348.19,3930286.696826
S012,S040,256253.00,76596.00,4085.55,4804242.136758
S012,S041,256253.00,70363.00,8876.10,2031378.926227
S012,S042,256253.00,60000.00,5753.72,2672216.984001
S012,S043,256253.00,60000.00,7841.65,1960707.381913
S012,S044,256253.00,52204.00,6254.81,2138743.243490
S012,S045,256253.00,44256.00,8365.50,1355655.164768
S012,S046,256253.00,41735.00,7236.35,1477915.837338
S012,S047,256253.00,30000.00,5543.01,1386898.422378
S012,S048,256253.00,30000.00,3940.92,1950707.124321
S012,S049,256253.00,30000.00,10493.86,732580.123589
S012,S050,256253.00,30000.00,9295.91,826986.141225
S012,S051,256253.00,30000.00,5874.72,1308588.927501
S012,S052,256253.00,30000.00,6848.78,1122476.403278
S012,S053,256253.00,30000.00,8143.82,943978.694015
S012,S054,256253.00,30000.00,11118.54,691420.610088
S013,S014,255969.52,255460.18,13769.51,4748899.567309
S013,S015,255969.52,248397.61,6625.56,9596498.631778
S013,S016,255969.52,238774.51,11106.74,5502872.245653
S013,S017,255969.52,229598.00,13729.11,4280692.198883
S013,S018,255969.52,225003.45,11345.76,5076260.920864
S013,S019,255969.52,220000.00,1178.73,47774357.423103
S013,S020,255969.52,216504.00,15489.71,3577756.906867
S013,S021,255969.52,213704.16,9725.59,5624514.701719
S013,S022,255969.52,210696.11,2520.13,21400364.694868
S013,S023,255969.52,198527.22,5412.22,9389291.946114
S013,S024,255969.52,197250.99,13973.21,3613361.155930
S013,S025,255969.52,159783.00,9809.07,4169567.713633
S013,S026,255969.52,149164.40,3786.68,10083113.215267
S013,S027,255969.52,127590.00,10516.14,3105622.346754
S013,S028,255969.52,123739.00,5272.15,6007685.340995
S013,S029,255969.52,123552.00,9628.74,3284494.569228
S013,S030,255969.52,120000.00,8504.26,3611876.874213
S013,S031,255969.52,120000.00,10686.95,2874190.923692
S013,S032,255969.52,114442.00,12089.00,2423166.605212
S013,S033,255969.52,109914.00,8359.62,3365541.115886
S013,S034,255969.52,106912.00,9146.34,2992039.381442
S013,S035,255969.52,98981.00,5823.23,4350872.857645
S013,S036,255969.52,93904.00,5044.87,4764551.984037
S013,S037,255969.52,93226.00,6991.39,3413198.892946
S013,S038,255969.52,89049.00,3166.92,7197475.995703
S013,S039,255969.52,82028.00,13032.26,1611130.038596
S013,S040,255969.52,76596.00,4361.46,4495334.556695
S013,S041,255969.52,70363.00,7819.30,2303374.560957
S013,S042,255969.52,60000.00,12137.66,1265332.144862
S013,S043,255969.52,60000.00,13667.47,1123702.275777
S013,S044,255969.52,52204.00,1435.70,9307406.644262
S013,S045,255969.52,44256.00,12651.10,895430.747105
S013,S046,255969.52,41735.00,4005.85,2666820.887405
S013,S047,255969.52,30000.00,12461.24,616237.858934
S013,S048,255969.52,30000.00,11608.08,661529.554061
S013,S049,255969.52,30000.00,6222.56,1234070.903788
S013,S050,255969.52,30000.00,9174.27,837023.886624
S013,S051,255969.52,30000.00,2123.81,3615709.500909
S013,S052,255969.52,30000.00,7701.36,997108.284535
S013,S053,255969.52,30000.00,4506.76,1703902.961975
S013,S054,255969.52,30000.00,15898.56,483005.120200
S014,S015,255460.18,248397.61,13149.14,4825845.481190
S014,S016,255460.18,238774.51,3034.81,20099213.420804
S014,S017,255460.18,229598.00,4957.02,11832341.841702
S014,S018,255460.18,225003.45,5394.88,10654445.138603
S014,S019,255460.18,220000.00,12893.50,4358882.106078
S014,S020,255460.18,216504.00,5406.32,10230282.093887
S014,S021,255460.18,213704.16,8055.85,6776803.209667
S014,S022,255460.18,210696.11,13025.34,4132290.184752
S014,S023,255460.18,198527.22,10995.51,4612410.259688
S014,S024,255460.18,197250.99,3551.20,14189495.023242
S014,S025,255460.18,159783.00,6172.35,6613073.975082
S014,S026,255460.18,149164.40,10736.64,3549115.631965
S014,S027,255460.18,127590.00,3405.91,9569894.921744
S014,S028,255460.18,123739.00,11061.88,2857597.315497
S014,S029,255460.18,123552.00,9402.52,3356824.696291
S014,S030,255460.18,120000.00,6822.41,4493315.417125
S014,S031,255460.18,120000.00,4376.56,7004417.687189
S014,S032,255460.18,114442.00,3627.59,8059175.284731
S014,S033,255460.18,109914.00,8781.72,3197398.635264
S014,S034,255460.18,106912.00,4628.35,5900972.983729
S014,S035,255460.18,98981.00,9268.76,2728056.844261
S014,S036,255460.18,93904.00,9071.10,2644524.055883
S014,S037,255460.18,93226.00,8547.75,2786174.099115
S014,S038,255460.18,89049.00,12619.54,1802638.782091
S014,S039,255460.18,82028.00,2873.30,7292980.890934
S014,S040,255460.18,76596.00,10615.49,1843271.295635
S014,S041,255460.18,70363.00,11473.23,1566685.785671
S014,S042,255460.18,60000.00,2497.22,6137880.966933
S014,S043,255460.18,60000.00,3646.87,4202949.275489
S014,S044,255460.18,52204.00,12374.76,1077680.613119
S014,S045,255460.18,44256.00,6160.44,1835200.999726
S014,S046,255460.18,41735.00,13770.61,774231.080760
S014,S047,255460.18,30000.00,1496.63,5120702.935076
S014,S048,255460.18,30000.00,3214.66,2384019.154351
S014,S049,255460.18,30000.00,14501.56,528481.273785
S014,S050,255460.18,30000.00,11004.68,696413.117620
S014,S051,255460.18,30000.00,11714.53,654213.699085
S014,S052,255460.18,30000.00,9226.65,830615.989211
S014,S053,255460.18,30000.00,12601.75,608154.296110
S014,S054,255460.18,30000.00,7049.41,1087156.151225
S015,S016,248397.61,238774.51,10119.38,5861131.866007
S015,S017,248397.61,229598.00,15386.50,3706598.759026
S015,S018,248397.61,225003.45,8529.23,6552799.535672
S015,S019,248397.61,220000.00,5638.98,9691023.545633
S015,S020,248397.61,216504.00,16933.71,3175859.429349
S015,S021,248397.61,213704.16,5800.76,9151144.667566
S015,S022,248397.61,210696.11,8671.75,6035278.191172
S015,S023,248397.61,198527.22,10416.50,4734191.649814
S015,S024,248397.61,197250.99,14964.53,3274187.991557
S015,S025,248397.61,159783.00,12223.98,3246873.151720
S015,S026,248397.61,149164.40,4376.44,8466264.263090
S015,S027,248397.61,127590.00,10925.60,2900807.182204
S015,S028,248397.61,123739.00,2585.88,11886256.269855
S015,S029,248397.61,123552.00,4851.11,6326396.045018
S015,S030,248397.61,120000.00,11115.45,2681646.915684
S015,S031,248397.61,120000.00,12105.70,2462286.461181
S015,S032,248397.61,114442.00,10056.56,2826724.989176
S015,S033,248397.61,109914.00,12182.39,2241135.283355
S015,S034,248397.61,106912.00,9223.86,2879130.578330
S015,S035,248397.61,98981.00,9654.05,2546770.464471
S015,S036,248397.61,93904.00,5436.57,4290486.363911
S015,S037,248397.61,93226.00,4650.22,4979793.262926
S015,S038,248397.61,89049.00,3519.84,6284253.936251
S015,S039,248397.61,82028.00,13827.66,1473535.969719
S015,S040,248397.61,76596.00,8966.16,2122008.386079
S015,S041,248397.61,70363.00,2140.99,8163502.126358
S015,S042,248397.61,60000.00,10782.05,1382283.907387
S015,S043,248397.61,60000.00,11299.56,1318976.240035
S015,S044,248397.61,52204.00,6620.92,1958542.229110
S015,S045,248397.61,44256.00,9137.57,1203063.796582
S015,S046,248397.61,41735.00,10340.41,1002559.705150
S015,S047,248397.61,30000.00,11652.70,639502.318018
S015,S048,248397.61,30000.00,12476.04,597298.998742
S015,S049,248397.61,30000.00,1547.15,4816551.627766
S015,S050,248397.61,30000.00,3507.29,2124697.018720
S015,S051,248397.61,30000.00,5756.51,1294521.009270
S015,S052,248397.61,30000.00,3984.71,1870129.817924
S015,S053,248397.61,30000.00,2170.10,3433917.447178
S015,S054,248397.61,30000.00,12083.61,616697.090680
S016,S017,238774.51,229598.00,6432.89,8522160.203449
S016,S018,238774.51,225003.45,3033.84,17708632.525624
S016,S019,238774.51,220000.00,10145.69,5177608.264397
S016,S020,238774.51,216504.00,7523.90,6870854.879196
S016,S021,238774.51,213704.16,5264.19,9693249.225370
S016,S022,238774.51,210696.11,10711.67,4696640.513945
S016,S023,238774.51,198527.22,9209.00,5147492.607749
S016,S024,238774.51,197250.99,5448.29,8644634.463786
S016,S025,238774.51,159783.00,5600.04,6812827.900334
S016,S026,238774.51,149164.40,7840.48,4542664.966862
S016,S027,238774.51,127590.00,2253.63,13518320.059947
S016,S028,238774.51,123739.00,8039.13,3675240.271142
S016,S029,238774.51,123552.00,6603.24,4467664.087717
S016,S030,238774.51,120000.00,5646.24,5074696.808036
S016,S031,238774.51,120000.00,4079.18,7024183.795764
S016,S032,238774.51,114442.00,1817.10,15038137.134872
S016,S033,238774.51,109914.00,7777.17,3374578.247392
S016,S034,238774.51,106912.00,2196.32,11622994.681986
S016,S035,238774.51,98981.00,7406.53,3190988.436012
S016,S036,238774.51,93904.00,6211.41,3609787.244131
S016,S037,238774.51,93226.00,5513.32,4037491.328119
S016,S038,238774.51,89049.00,9680.82,2196365.782036
S016,S039,238774.51,82028.00,4348.23,4504411.085703
S016,S040,238774.51,76596.00,8508.14,2149609.327894
S016,S041,238774.51,70363.00,8490.42,1978805.868991
S016,S042,238774.51,60000.00,1082.89,13229857.362969
S016,S043,238774.51,60000.00,3147.81,4551243.590028
S016,S044,238774.51,52204.00,9767.46,1276174.717434
S016,S045,238774.51,44256.00,4356.07,2425858.277876
S016,S046,238774.51,41735.00,11701.46,851625.203294
S016,S047,238774.51,30000.00,1540.04,4651344.331126
S016,S048,238774.51,30000.00,3500.36,2046425.944481
S016,S049,238774.51,30000.00,11466.78,624694.744587
S016,S050,238774.51,30000.00,8133.57,880700.506689
S016,S051,238774.51,30000.00,9000.94,795832.217162
S016,S052,238774.51,30000.00,6221.30,1151404.809772
S016,S053,238774.51,30000.00,9592.24,746773.960324
S016,S054,238774.51,30000.00,6574.57,1089536.034330
S017,S018,229598.00,225003.45,9454.27,5464235.664323
S017,S019,229598.00,220000.00,13199.82,3826685.293689
S017,S020,229598.00,216504.00,1766.30,28142873.267256
S017,S021,229598.00,213704.16,11532.93,4254430.583121
S017,S022,229598.00,210696.11,12149.87,3981556.656468
S017,S023,229598.00,198527.22,9312.27,4894773.068697
S017,S024,229598.00,197250.99,1490.40,30386683.909969
S017,S025,229598.00,159783.00,3958.97,9266520.200644
S017,S026,229598.00,149164.40,11814.35,2898833.712417
S017,S027,229598.00,127590.00,4633.21,6322704.406131
S017,S028,229598.00,123739.00,12903.56,2201735.035580
S017,S029,229598.00,123552.00,12821.08,2212551.164885
S017,S030,229598.00,120000.00,5243.74,5254221.496190
S017,S031,229598.00,120000.00,3300.30,8348264.249405
S017,S032,229598.00,114442.00,7937.20,3310444.473714
S017,S033,229598.00,109914.00,6219.27,4057715.689243
S017,S034,229598.00,106912.00,6253.36,3925376.764553
S017,S035,229598.00,98981.00,8062.10,2818849.931921
S017,S036,229598.00,93904.00,10229.23,2107702.118140
S017,S037,229598.00,93226.00,10862.50,1970495.581993
S017,S038,229598.00,89049.00,13718.94,1490310.033623
S017,S039,229598.00,82028.00,2182.96,8627472.306089
S017,S040,229598.00,76596.00,9618.82,1828321.705670
S017,S041,229598.00,70363.00,14213.40,1136617.891577
S017,S042,229598.00,60000.00,6690.05,2059159.982642
S017,S043,229598.00,60000.00,8475.36,1625404.047916
S017,S044,229598.00,52204.00,12308.16,973820.441526
S017,S045,229598.00,44256.00,10629.36,955945.584225
S017,S046,229598.00,41735.00,12288.68,779764.136143
S017,S047,229598.00,30000.00,5573.71,1235791.682659
S017,S048,229598.00,30000.00,3051.54,2257199.741338
S017,S049,229598.00,30000.00,16451.70,418676.593033
S017,S050,229598.00,30000.00,14195.41,485223.008004
S017,S051,229598.00,30000.00,12032.76,572432.347396
S017,S052,229598.00,30000.00,11948.08,576489.165377
S017,S053,229598.00,30000.00,14182.52,485664.141080
S017,S054,229598.00,30000.00,11985.54,574687.522462
S018,S019,225003.45,220000.00,10231.88,4837896.169550
S018,S020,225003.45,216504.00,10454.19,4659772.587373
S018,S021,225003.45,213704.16,2848.64,16879711.095711
S018,S022,225003.45,210696.11,11621.09,4079424.874556
S018,S023,225003.45,198527.22,10876.31,4107028.576964
S018,S024,225003.45,197250.99,8395.08,5286688.085984
S018,S025,225003.45,159783.00,8342.24,4309600.053213
S018,S026,225003.45,149164.40,7637.12,4394655.277993
S018,S027,225003.45,127590.00,5173.02,5549600.515960
S018,S028,225003.45,123739.00,7058.17,3944608.566802
S018,S029,225003.45,123552.00,4141.77,6712018.537777
S018,S030,225003.45,120000.00,8090.58,3337267.593409
S018,S031,225003.45,120000.00,7009.41,3852022.681490
S018,S032,225003.45,114442.00,1780.02,14466047.396359
S018,S033,225003.45,109914.00,10164.85,2432994.264155
S018,S034,225003.45,106912.00,4332.74,5552044.605853
S018,S035,225003.45,98981.00,9130.47,2439203.400622
S018,S036,225003.45,93904.00,6336.74,3334319.937576
S018,S037,225003.45,93226.00,4552.18,4607935.984808
S018,S038,225003.45,89049.00,9157.43,2187985.289247
S018,S039,225003.45,82028.00,7333.82,2516641.435118
S018,S040,225003.45,76596.00,9854.52,1748878.907750
S018,S041,225003.45,70363.00,6564.49,2411751.920936
S018,S042,225003.45,60000.00,2938.11,4594857.011114
S018,S043,225003.45,60000.00,2770.82,4872284.910637
S018,S044,225003.45,52204.00,10206.57,1150834.849042
S018,S045,225003.45,44256.00,1585.17,6281826.757260
S018,S046,225003.45,41735.00,12906.84,727561.628479
S018,S047,225003.45,30000.00,4090.92,1650021.373098
S018,S048,225003.45,30000.00,6530.43,1033638.178066
S018,S049,225003.45,30000.00,10028.41,673098.396268
S018,S050,225003.45,30000.00,5804.41,1162926.610506
S018,S051,225003.45,30000.00,9252.43,729549.644486
S018,S052,225003.45,30000.00,4594.41,1469197.849895
S018,S053,225003.45,30000.00,8648.44,780499.255379
S018,S054,225003.45,30000.00,4649.24,1451873.745891
S019,S020,220000.00,216504.00,14945.30,3187013.937709
S019,S021,220000.00,213704.16,8552.57,5497168.526098
S019,S022,220000.00,210696.11,3095.66,14973581.586026
S019,S023,220000.00,198527.22,5523.47,7907351.645363
S019,S024,220000.00,197250.99,13332.36,3254877.981938
S019,S025,220000.00,159783.00,9349.31,3759876.116944
S019,S026,220000.00,149164.40,2626.97,12492038.618323
S019,S027,220000.00,127590.00,9720.49,2887694.261046
S019,S028,220000.00,123739.00,4111.20,6621570.459083
S019,S029,220000.00,123552.00,8451.47,3216177.560381
S019,S030,220000.00,120000.00,8046.91,3280763.257819
S019,S031,220000.00,120000.00,10058.09,2624752.456550
S019,S032,220000.00,114442.00,11041.81,2280173.965434
S019,S033,220000.00,109914.00,8194.87,2950758.636618
S019,S034,220000.00,106912.00,8266.69,2845231.540087
S019,S035,220000.00,98981.00,5557.22,3918476.497205
S019,S036,220000.00,93904.00,3988.53,5179567.289423
S019,S037,220000.00,93226.00,5832.27,3516593.945871
S019,S038,220000.00,89049.00,2121.57,9234077.229394
S019,S039,220000.00,82028.00,12345.48,1461762.676198
S019,S040,220000.00,76596.00,4260.89,3954834.656580
S019,S041,220000.00,70363.00,6694.72,2312250.085987
S019,S042,220000.00,60000.00,11154.87,1183339.482039
S019,S043,220000.00,60000.00,12609.57,1046823.810058
S019,S044,220000.00,52204.00,1195.34,9608027.310606
S019,S045,220000.00,44256.00,11509.79,845916.037488
S019,S046,220000.00,41735.00,4736.87,1938346.281265
S019,S047,220000.00,30000.00,11543.68,571741.635336
S019,S048,220000.00,30000.00,10907.01,605115.215428
S019,S049,220000.00,30000.00,5430.69,1215315.511229
S019,S050,220000.00,30000.00,8027.51,822172.242398
S019,S051,220000.00,30000.00,1197.27,5512532.198468
S019,S052,220000.00,30000.00,6522.79,1011837.560972
S019,S053,220000.00,30000.00,3478.39,1897431.210487
S019,S054,220000.00,30000.00,14758.00,447214.977992
S020,S021,216504.00,213704.16,12758.97,3626296.630348
S020,S022,216504.00,210696.11,13912.73,3278762.351315
S020,S023,216504.00,198527.22,11051.22,3889338.610514
S020,S024,216504.00,197250.99,2076.74,20563754.598382
S020,S025,216504.00,159783.00,5724.60,6042979.187666
S020,S026,216504.00,149164.40,13491.06,2393783.980112
S020,S027,216504.00,127590.00,6037.56,4575317.722211
S020,S028,216504.00,123739.00,14493.86,1848368.126234
S020,S029,216504.00,123552.00,14079.98,1899825.101070
S020,S030,216504.00,120000.00,7009.81,3706300.956168
S020,S031,216504.00,120000.00,4958.80,5239272.220891
S020,S032,216504.00,114442.00,8805.07,2813964.807012
S020,S033,216504.00,109914.00,7917.73,3005509.827087
S020,S034,216504.00,106912.00,7723.20,2997058.005552
S020,S035,216504.00,98981.00,9827.12,2180677.748314
S020,S036,216504.00,93904.00,11880.04,1711323.584693
S020,S037,216504.00,93226.00,12348.49,1634516.242933
S020,S038,216504.00,89049.00,15407.25,1251324.289079
S020,S039,216504.00,82028.00,3206.42,5538702.858179
S020,S040,216504.00,76596.00,11383.83,1456745.746286
S020,S041,216504.00,70363.00,15654.51,973129.779905
S020,S042,216504.00,60000.00,7557.06,1718953.180386
S020,S043,216504.00,60000.00,9052.80,1434941.061413
S020,S044,216504.00,52204.00,14066.56,803492.421755
S020,S045,216504.00,44256.00,11464.30,835777.397953
S020,S046,216504.00,41735.00,14023.11,644350.046521
S020,S047,216504.00,30000.00,6395.38,1015595.021146
S020,S048,216504.00,30000.00,4461.92,1455676.666287
S020,S049,216504.00,30000.00,18051.53,359809.957810
S020,S050,216504.00,30000.00,15530.01,418230.180075
S020,S051,216504.00,30000.00,13772.80,471590.373919
S020,S052,216504.00,30000.00,13368.65,485846.975386
S020,S053,216504.00,30000.00,15819.30,410582.103537
S020,S054,216504.00,30000.00,12387.25,524339.236259
S021,S022,213704.16,210696.11,10572.65,4258786.022910
S021,S023,213704.16,198527.22,10618.63,3995439.642214
S021,S024,213704.16,197250.99,10683.22,3945754.051014
S021,S025,213704.16,159783.00,9551.86,3574830.460365
S021,S026,213704.16,149164.40,5949.04,5358354.127057
S021,S027,213704.16,127590.00,6936.42,3930917.724235
S021,S028,213704.16,123739.00,4786.73,5524346.631131
S021,S029,213704.16,123552.00,1348.24,19583715.536118
S021,S030,213704.16,120000.00,8925.35,2873220.113376
S021,S031,213704.16,120000.00,8631.16,2971154.025451
S021,S032,213704.16,114442.00,4561.03,5362104.008991
S021,S033,213704.16,109914.00,10769.84,2181006.298713
S021,S034,213704.16,106912.00,5533.13,4129223.671994
S021,S035,213704.16,98981.00,9073.25,2331319.872442
S021,S036,213704.16,93904.00,5163.57,3886396.258102
S021,S037,213704.16,93226.00,2802.05,7110079.154616
S021,S038,213704.16,89049.00,7065.28,2693473.679983
S021,S039,213704.16,82028.00,9557.62,1834108.991834
S021,S040,213704.16,76596.00,9350.94,1750506.801959
S021,S041,213704.16,70363.00,3754.98,4004508.198257
S021,S042,213704.16,60000.00,5559.50,2306366.006903
S021,S043,213704.16,60000.00,5586.28,2295309.550179
S021,S044,213704.16,52204.00,8830.24,1263409.167418
S021,S045,213704.16,44256.00,3356.25,2817934.399548
S021,S046,213704.16,41735.00,12067.89,739063.809993
S021,S047,213704.16,30000.00,6633.35,966499.118235
S021,S048,213704.16,30000.00,8487.22,755385.745329
S021,S049,213704.16,30000.00,7333.31,874247.598878
S021,S050,213704.16,30000.00,2972.00,2157177.404083
S021,S051,213704.16,30000.00,7789.81,823014.433721
S021,S052,213704.16,30000.00,2130.80,3008782.876318
S021,S053,213704.16,30000.00,6283.15,1020367.463189
S021,S054,213704.16,30000.00,6460.27,992393.277297
S022,S023,210696.11,198527.22,3134.70,13343830.204908
S022,S024,210696.11,197250.99,12620.22,3293128.642260
S022,S025,210696.11,159783.00,8194.24,4108452.901320
S022,S026,210696.11,149164.40,4882.73,6436640.288566
S022,S027,210696.11,127590.00,9634.65,2790211.018253
S022,S028,210696.11,123739.00,6793.45,3837716.998245
S022,S029,210696.11,123552.00,10782.20,2414342.788683
S022,S030,210696.11,120000.00,6939.70,3643320.296863
S022,S031,210696.11,120000.00,9389.56,2692728.187172
S022,S032,210696.11,114442.00,12002.95,2008879.038221
S022,S033,210696.11,109914.00,6307.99,3671286.692436
S022,S034,210696.11,106912.00,8566.12,2629654.855095
S022,S035,210696.11,98981.00,4095.13,5092619.054305
S022,S036,210696.11,93904.00,5434.09,3640942.758937
S022,S037,210696.11,93226.00,7775.03,2526339.763029
S022,S038,210696.11,89049.00,5164.79,3632725.105556
S022,S039,210696.11,82028.00,11802.86,1464304.268673
S022,S040,210696.11,76596.00,2545.66,6339605.908519
S022,S041,210696.11,70363.00,9466.85,1566013.384503
S022,S042,210696.11,60000.00,11789.94,1072250.581285
S022,S043,210696.11,60000.00,13592.91,930026.315330
S022,S044,210696.11,52204.00,2058.10,5344348.323924
S022,S045,210696.11,44256.00,13082.59,712746.500958
S022,S046,210696.11,41735.00,1673.22,5255361.496236
S022,S047,210696.11,30000.00,11878.60,532123.510219
S022,S048,210696.11,30000.00,10448.96,604929.131696
S022,S049,210696.11,30000.00,8525.64,741396.934649
S022,S050,210696.11,30000.00,10678.58,591921.583250
S022,S051,210696.11,30000.00,3037.26,2081114.071795
S022,S052,210696.11,30000.00,8782.42,719720.193589
S022,S053,210696.11,30000.00,6501.99,972145.519525
S022,S054,210696.11,30000.00,16269.41,388513.356807
S023,S024,198527.22,197250.99,9972.95,3926589.240792
S023,S025,198527.22,159783.00,5439.51,5831637.869724
S023,S026,198527.22,149164.40,6080.93,4869844.268480
S023,S027,198527.22,127590.00,7624.20,3322326.629291
S023,S028,198527.22,123739.00,8064.81,3046016.611241
S023,S029,198527.22,123552.00,11201.14,2189815.749323
S023,S030,198527.22,120000.00,4325.92,5507093.101694
S023,S031,198527.22,120000.00,6914.04,3445638.017254
S023,S032,198527.22,114442.00,10791.36,2105374.306711
S023,S033,198527.22,109914.00,3230.39,6754881.395730
S023,S034,198527.22,106912.00,7023.22,3022109.886288
S023,S035,198527.22,98981.00,1803.06,10898370.743380
S023,S036,198527.22,93904.00,5705.81,3267282.398803
S023,S037,198527.22,93226.00,8037.89,2302580.469139
S023,S038,198527.22,89049.00,7196.06,2456713.812000
S023,S039,198527.22,82028.00,9298.60,1751316.870109
S023,S040,198527.22,76596.00,1455.66,10446355.750554
S023,S041,198527.22,70363.00,10620.13,1315329.473917
S023,S042,198527.22,60000.00,10276.06,1159163.273370
S023,S043,198527.22,60000.00,12313.49,967364.394951
S023,S044,198527.22,52204.00,4331.91,2392458.056309
S023,S045,198527.22,44256.00,12445.60,705953.802360
S023,S046,198527.22,41735.00,2978.84,2781458.631142
S023,S047,198527.22,30000.00,10083.09,590673.834999
S023,S048,198527.22,30000.00,8071.77,737857.855299
S023,S049,198527.22,30000.00,10668.93,558239.607791
S023,S050,198527.22,30000.00,11559.90,515213.331855
S023,S051,198527.22,30000.00,4810.19,1238165.340621
S023,S052,198527.22,30000.00,9283.82,641526.775928
S023,S053,198527.22,30000.00,8360.25,712397.308688
S023,S054,198527.22,30000.00,15425.41,386104.341459
S024,S025,197250.99,159783.00,4536.66,6947252.247600
S024,S026,197250.99,149164.40,11690.84,2516742.715761
S024,S027,197250.99,127590.00,4039.04,6230999.070164
S024,S028,197250.99,123739.00,12569.75,1941775.856184
S024,S029,197250.99,123552.00,12006.09,2029865.407086
S024,S030,197250.99,120000.00,5699.57,4152962.852607
S024,S031,197250.99,120000.00,3286.26,7202754.735925
S024,S032,197250.99,114442.00,6775.35,3331755.167854
S024,S033,197250.99,109914.00,7069.02,3066992.450460
S024,S034,197250.99,106912.00,5740.99,3673323.816737
S024,S035,197250.99,98981.00,8538.08,2286709.290793
S024,S036,197250.99,93904.00,10044.98,1843971.980954
S024,S037,197250.99,93226.00,10348.81,1776910.824548
S024,S038,197250.99,89049.00,13621.00,1289553.174161
S024,S039,197250.99,82028.00,1147.01,14106388.102788
S024,S040,197250.99,76596.00,10075.14,1499596.291532
S024,S041,197250.99,70363.00,13624.32,1018705.748623
S024,S042,197250.99,60000.00,5522.32,2143132.319832
S024,S043,197250.99,60000.00,7149.61,1655342.369931
S024,S044,197250.99,52204.00,12538.21,821273.011081
S024,S045,197250.99,44256.00,9453.20,923447.956306
S024,S046,197250.99,41735.00,12942.03,636087.777903
S024,S047,197250.99,30000.00,4367.69,1354841.667568
S024,S048,197250.99,30000.00,2517.78,2350296.959389
S024,S049,197250.99,30000.00,16128.11,366907.808612
S024,S050,197250.99,30000.00,13466.38,439429.949015
S024,S051,197250.99,30000.00,12142.03,487359.022005
S024,S052,197250.99,30000.00,11333.70,522118.162254
S024,S053,197250.99,30000.00,13945.91,424320.136056
S024,S054,197250.99,30000.00,10600.61,558225.644585
S025,S026,159783.00,149164.40,8260.27,2885368.473297
S025,S027,159783.00,127590.00,3375.73,6039201.758981
S025,S028,159783.00,123739.00,9649.86,2048879.127662
S025,S029,159783.00,123552.00,10660.44,1851846.881536
